TYPE,CODE TYPE,MERK,BARCODE,NAMA BARANG,STN
5,2,1,50201001,LACI SLIDING HL 202,BH
ACC MEBEL,KUNCI MEBEL,HUBEN,50201002,PUSH LOCK HL 105,BH
,,,,,
,,2,50202001,SS,BH
,,KOTAK,,,
,,,,,
,,3,50203001,LACI ULC 138 T 22 NP,BH
,,LECCO,,,
,,,,,
,,4,50204001,ULT 103-20 NP FK,BH
,,TRUZTY,50204002,ULT 103-25 NP FK,BH
,,,50204003,ULT 103-30 NP FK,BH
,,,50204004,ULT 138-22 NP FK,BH
,,,,,
,,5,50205001,DL 138,BH
,,DEKKSON,,,
,,,,,
,,6,50206001,GERGAJI,BH
,,FERZA,,,
