TYPE,CODE TYPE,MERK,BARCODE,NAMA BARANG,STN
3,4,1,30401001,AC,BH
ACC JENDELA,SPRINGKNIVE,ALINEA,,,
,,,,,
,,2,30402001,GP,BH
,,ARCHEL,,,
,,,,,
,,3,30403001,AB,BH
,,CAVELL,,,
,,,,,
,,4,30404001,SS 900,BH
,,GERBER,,,
,,,,,
,,5,30405001,SN 603,BH
,,OK,30405002,SP 633 SN,BH
,,,30405003,SPPJ 655 AB,BH
,,,,,
,,6,30406001,GP,BH
,,SES,,,
,,,,,
,,7,30407001,PREMIUM SN,BH
,,DEA,30407002,JUMBO SN,BH
