TYPE,CODE TYPE,MERK,BARCODE,NAMA BARANG,STN
3,2,1,30201001,"WS 86001 - 8"" SN",BH
ACC JENDELA,LAMSKAR,ALBION,,,
,,,,,
,,2,30202001,TARIK 818 SN,BH
,,AMARIK,,,
,,,,,
,,3,30203001,PUTAR SN,BH
,,BRABUS,,,
,,,,,
,,4,30204001,LS 100 GP,BH
,,ELT,,,
,,,,,
,,5,30205001,3002 GP,BH
,,EVERBEST,,,
,,,,,
,,6,30206001,LUBANG,BH
,,KN,,,
,,,,,
,,7,30207001,PUTAR MW 102 SN,BH
,,MAVERIK,,,
,,,,,
,,8,30208001,LUBANG 1/2 BULAT SN,BH
,,OK,,,
,,,,,
,,9,30209001,JA 30211 SS,BH
,,GERBER,,,
