TYPE,CODE TYPE,MERK,BARCODE,NAMA BARANG,STN
1,14,1,11401001,PFM 10 US32,BH
ACC PINTU,PATCH FITTING,OMGE,11401002,PFM 10 A US32,BH
,,,11401003,PFM 20 US32,BH
,,,11401004,PFM 30 US 32,BH
,,,11401005,PFM 40 US 32,BH
,,,11401006,PFM 24,BH
,,,11401007,PFM 25,BH
,,,11401008,PFM 26,BH
,,,11401009,PFM 10 F,BH
,,,11401010,PFM 20 F,BH
,,,11401011,PFM 30 F,BH
,,,11401012,PFM 40 F,BH
,,,11401013,PFM 10+20+10A US32,BH
,,,,,
,,2,11402001,SET (ISI 3 BUAH),SET
,,ADITEG,,,
